有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode
1101　台泥,TW0001101004,1962/02/09,上市,水泥工業,ESVUFR
1102　亞泥,TW0001102002,1962/06/08,上市,水泥工業,ESVUFR
1103　嘉泥,TW0001103000,1969/11/14,上市,水泥工業,ESVUFR
1104　環泥,TW0001104008,1971/02/01,上市,水泥工業,ESVUFR
1108　幸福,TW0001108009,1990/06/06,上市,水泥工業,ESVUFR
1109　信大,TW0001109007,1991/12/05,上市,水泥工業,ESVUFR
1110　東泥,TW0001110005,1994/10/22,上市,水泥工業,ESVUFR
1201　味全,TW0001201002,1962/02/09,上市,食品工業,ESVUFR
1203　味王,TW0001203008,1964/08/24,上市,食品工業,ESVUFR
1210　大成,TW0001210003,1978/05/20,上市,食品工業,ESVUFR
1213　大飲,TW0001213007,1981/04/10,上市,食品工業,ESVUFR
1215　卜蜂,TW0001215002,1987/07/27,上市,食品工業,ESVUFR
1216　統一,TW0001216000,1987/12/28,上市,食品工業,ESVUFR
1218　泰山,TW0001218006,1989/11/11,上市,食品工業,ESVUFR
1219　福壽,TW0001219004,1990/12/01,上市,食品工業,ESVUFR
1220　台榮,TW0001220002,1991/11/20,上市,食品工業,ESVUFR
1227　佳格,TW0001227007,1994/04/09,上市,食品工業,ESVUFR
1229　聯華,TW0001229003,1976/07/19,上市,食品工業,ESVUFR
1233　天仁,TW0001233005,1999/01/20,上市,食品工業,ESVUFR
1234　黑松,TW0001234003,1999/03/12,上市,食品工業,ESVUFR
1235　興泰,TW0001235000,2000/09/11,上市,食品工業,ESVUFR
1236　宏亞,TW0001236008,2001/09/17,上市,食品工業,ESVUFR
1301　台塑,TW0001301000,1964/07/27,上市,塑膠工業,ESVUFR
1303　南亞,TW0001303006,1967/11/05,上市,塑膠工業,ESVUFR
1304　台聚,TW0001304004,1972/05/20,上市,塑膠工業,ESVUFR
1305　華夏,TW0001305001,1973/03/05,上市,塑膠工業,ESVUFR
1307　三芳,TW0001307007,1985/11/23,上市,塑膠工業,ESVUFR
1308　亞聚,TW0001308005,1986/06/20,上市,塑膠工業,ESVUFR
1310　台苯,TW0001310001,1987/08/06,上市,塑膠工業,ESVUFR
1312　國喬,TW0001312007,1988/12/21,上市,塑膠工業,ESVUFR
1313　聯成,TW0001313005,1989/03/27,上市,塑膠工業,ESVUFR
1315　達新,TW0001315000,1992/05/09,上市,塑膠工業,ESVUFR
1316　上曜,TW0001316008,1992/10/15,上市,建材營造業,ESVUFR
1319　東陽,TW0001319002,1994/12/12,上市,汽車工業,ESVUFR
1321　大洋,TW0001321008,1999/01/26,上市,塑膠工業,ESVUFR
1323　永裕,TW0001323004,2000/09/11,上市,塑膠工業,ESVUFR
1324　地球,TW0001324002,2000/09/11,上市,塑膠工業,ESVUFR
1325　恆大,TW0001325009,2000/09/11,上市,塑膠工業,ESVUFR
1326　台化,TW0001326007,1984/12/20,上市,塑膠工業,ESVUFR
1339　昭輝,TW0001339000,2012/04/24,上市,汽車工業,ESVUFR
1342　八貫,TW0001342004,2020/11/24,上市,其他業,ESVUFR
1409　新纖,TW0001409001,1973/08/31,上市,紡織纖維,ESVUFR
1410　南染,TW0001410009,1973/10/18,上市,紡織纖維,ESVUFR
1413　宏洲,TW0001413003,1975/12/23,上市,紡織纖維,ESVUFR
1414　東和,TW0001414001,1976/02/02,上市,紡織纖維,ESVUFR
1416　廣豐,TW0001416006,1976/04/20,上市,其他業,ESVUFR
1417　嘉裕,TW0001417004,1976/12/28,上市,紡織纖維,ESVUFR
1418　東華,TW0001418002,1977/02/14,上市,紡織纖維,ESVUFR
1419　新紡,TW0001419000,1977/03/14,上市,紡織纖維,ESVUFR
1423　利華,TW0001423002,1979/04/02,上市,紡織纖維,ESVUFR
1434　福懋,TW0001434009,1985/12/24,上市,紡織纖維,ESVUFR
1435　中福,TW0001435006,1987/12/28,上市,其他業,ESVUFR
1439　雋揚,TW0001439008,1989/05/22,上市,紡織纖維,ESVUFR
1440　南紡,TW0001440006,1989/10/03,上市,紡織纖維,ESVUFR
1441　大東,TW0001441004,1989/10/27,上市,紡織纖維,ESVUFR
1442　名軒,TW0001442002,1989/11/16,上市,建材營造業,ESVUFR
1444　力麗,TW0001444008,1990/08/08,上市,紡織纖維,ESVUFR
1445　大宇,TW0001445005,1991/02/05,上市,紡織纖維,ESVUFR
1446　宏和,TW0001446003,1991/10/15,上市,紡織纖維,ESVUFR
1447　力鵬,TW0001447001,1992/01/28,上市,紡織纖維,ESVUFR
1449　佳和,TW0001449007,1992/03/12,上市,紡織纖維,ESVUFR
1451　年興,TW0001451003,1992/12/21,上市,紡織纖維,ESVUFR
1452　宏益,TW0001452001,1992/12/28,上市,紡織纖維,ESVUFR
1453　大將,TW0001453009,1993/04/19,上市,建材營造業,ESVUFR
1454　台富,TW0001454007,1993/05/07,上市,紡織纖維,ESVUFR
1455　集盛,TW0001455004,1993/10/07,上市,紡織纖維,ESVUFR
1456　怡華,TW0001456002,1993/12/09,上市,建材營造業,ESVUFR
1457　宜進,TW0001457000,1994/10/20,上市,紡織纖維,ESVUFR
1459　聯發,TW0001459006,1994/10/26,上市,紡織纖維,ESVUFR
1460　宏遠,TW0001460004,1995/04/28,上市,紡織纖維,ESVUFR
1463　強盛,TW0001463008,1996/12/05,上市,紡織纖維,ESVUFR
1464　得力,TW0001464006,1997/01/18,上市,紡織纖維,ESVUFR
1465　偉全,TW0001465003,1997/09/08,上市,紡織纖維,ESVUFR
1466　聚隆,TW0001466001,1998/04/04,上市,紡織纖維,ESVUFR
1467　南緯,TW0001467009,1998/12/21,上市,紡織纖維,ESVUFR
1468　昶和,TW0001468007,1999/01/21,上市,紡織纖維,ESVUFR
1471　首利,TW0001471001,2000/03/06,上市,電子零組件業,ESVUFR
1473　台南,TW0001473007,2000/09/11,上市,紡織纖維,ESVUFR
1474　弘裕,TW0001474005,2000/10/31,上市,紡織纖維,ESVUFR
1475　業旺,TW0001475002,2000/10/27,上市,紡織纖維,ESVUFR
1476　儒鴻,TW0001476000,2001/04/18,上市,紡織纖維,ESVUFR
1477　聚陽,TW0001477008,2003/01/21,上市,紡織纖維,ESVUFR
1503　士電,TW0001503001,1969/12/15,上市,電機機械,ESVUFR
1504　東元,TW0001504009,1973/11/05,上市,電機機械,ESVUFR
1506　正道,TW0001506004,1980/08/11,上市,電機機械,ESVUFR
1512　瑞利,TW0001512002,1994/01/28,上市,汽車工業,ESVUFR
1514　亞力,TW0001514008,1994/03/26,上市,電機機械,ESVUFR
1515　力山,TW0001515005,1995/02/04,上市,電機機械,ESVUFR
1516　川飛,TW0001516003,1995/04/01,上市,其他業,ESVUFR
1517　利奇,TW0001517001,1995/11/14,上市,電機機械,ESVUFR
1519　華城,TW0001519007,1997/04/16,上市,電機機械,ESVUFR
1521　大億,TW0001521003,1997/10/06,上市,汽車工業,ESVUFR
1524　耿鼎,TW0001524007,1998/10/30,上市,汽車工業,ESVUFR
1525　江申,TW0001525004,1999/05/15,上市,汽車工業,ESVUFR
1526　日馳,TW0001526002,2000/03/27,上市,電機機械,ESVUFR
1527　鑽全,TW0001527000,2000/06/21,上市,電機機械,ESVUFR
1528　恩德,TW0001528008,2000/09/11,上市,電機機械,ESVUFR
1530　亞崴,TW0001530004,2000/09/11,上市,電機機械,ESVUFR
1532　勤美,TW0001532000,2000/09/11,上市,電機機械,ESVUFR
1535　中宇,TW0001535003,2001/09/17,上市,電機機械,ESVUFR
1536　和大,TW0001536001,2001/09/17,上市,汽車工業,ESVUFR
1537　廣隆,TW0001537009,2002/01/22,上市,電機機械,ESVUFR
1538　正峰,TW0001538007,2002/08/26,上市,電機機械,ESVUFR
1539　巨庭,TW0001539005,2002/10/29,上市,電機機械,ESVUFR
1540　喬福,TW0001540003,2002/08/26,上市,電機機械,ESVUFR
1541　錩泰,TW0001541001,2003/03/19,上市,電機機械,ESVUFR
1558　伸興,TW0001558005,2014/12/23,上市,電機機械,ESVUFR
1560　中砂,TW0001560001,2005/01/31,上市,電機機械,ESVUFR
1568　倉佑,TW0001568004,2014/05/14,上市,汽車工業,ESVUFR
1582　信錦,TW0001582005,2009/12/17,上市,電子零組件業,ESVUFR
1583　程泰,TW0001583003,2008/01/24,上市,電機機械,ESVUFR
1587　吉茂,TW0001587004,2018/04/16,上市,汽車工業,ESVUFR
1597　直得,TW0001597003,2020/12/23,上市,電機機械,ESVUFR
1598　岱宇,TW0001598001,2016/09/20,上市,生技醫療業,ESVUFR
1603　華電,TW0001603009,1968/06/03,上市,電器電纜,ESVUFR
1604　聲寶,TW0001604007,1970/12/14,上市,電器電纜,ESVUFR
1605　華新,TW0001605004,1972/11/03,上市,電器電纜,ESVUFR
1608　華榮,TW0001608008,1988/07/11,上市,電器電纜,ESVUFR
1609　大亞,TW0001609006,1988/12/12,上市,電器電纜,ESVUFR
1611　中電,TW0001611002,1990/01/16,上市,電器電纜,ESVUFR
1612　宏泰,TW0001612000,1993/05/08,上市,電器電纜,ESVUFR
1615　大山,TW0001615003,2000/03/30,上市,電器電纜,ESVUFR
1616　億泰,TW0001616001,2000/09/11,上市,電器電纜,ESVUFR
1617　榮星,TW0001617009,2000/09/11,上市,電器電纜,ESVUFR
1618　合機,TW0001618007,2000/09/11,上市,電器電纜,ESVUFR
1701　中化,TW0001701001,1962/02/09,上市,生技醫療業,ESVUFR
1702　南僑,TW0001702009,1973/05/30,上市,食品工業,ESVUFR
1708　東鹼,TW0001708006,1986/06/16,上市,化學工業,ESVUFR
1709　和益,TW0001709004,1986/07/03,上市,化學工業,ESVUFR
1710　東聯,TW0001710002,1987/10/21,上市,化學工業,ESVUFR
1711　永光,TW0001711000,1988/12/27,上市,化學工業,ESVUFR
1712　興農,TW0001712008,1989/12/14,上市,化學工業,ESVUFR
1713　國化,TW0001713006,1990/01/31,上市,化學工業,ESVUFR
1714　和桐,TW0001714004,1991/08/30,上市,化學工業,ESVUFR
1717　長興,TW0001717007,1994/03/31,上市,化學工業,ESVUFR
1718　中纖,TW0001718005,1963/12/02,上市,化學工業,ESVUFR
1720　生達,TW0001720001,1995/12/12,上市,生技醫療業,ESVUFR
1721　三晃,TW0001721009,1996/05/16,上市,化學工業,ESVUFR
1722　台肥,TW0001722007,1998/03/24,上市,化學工業,ESVUFR
1723　中碳,TW0001723005,1998/11/27,上市,化學工業,ESVUFR
1725　元禎,TW0001725000,2000/09/11,上市,化學工業,ESVUFR
1726　永記,TW0001726008,2000/09/11,上市,化學工業,ESVUFR
1732　毛寶,TW0001732006,2001/09/17,上市,化學工業,ESVUFR
1733　五鼎,TW0001733004,2001/09/17,上市,生技醫療業,ESVUFR
1734　杏輝,TW0001734002,2002/08/26,上市,生技醫療業,ESVUFR
1736　喬山,TW0001736007,2003/01/09,上市,生技醫療業,ESVUFR
1737　臺鹽,TW0001737005,2003/11/18,上市,食品工業,ESVUFR
1752　南光,TW0001752004,2022/01/19,上市,生技醫療業,ESVUFR
1773　勝一,TW0001773000,2009/02/27,上市,化學工業,ESVUFR
1776　展宇,TW0001776003,2016/05/09,上市,化學工業,ESVUFR
1786　科妍,TW0001786002,2013/11/12,上市,生技醫療業,ESVUFR
1789　神隆,TW0001789006,2011/09/29,上市,生技醫療業,ESVUFR
1795　美時,TW0001795003,2019/12/16,上市,生技醫療業,ESVUFR
1802　台玻,TW0001802007,1973/07/20,上市,玻璃陶瓷,ESVUFR
1805　寶徠,TW0001805000,1989/10/20,上市,建材營造業,ESVUFR
1806　冠軍,TW0001806008,1992/09/29,上市,玻璃陶瓷,ESVUFR
1808　潤隆,TW0001808004,1994/10/26,上市,建材營造業,ESVUFR
1809　中釉,TW0001809002,1996/04/30,上市,玻璃陶瓷,ESVUFR
1810　和成,TW0001810000,1991/10/14,上市,玻璃陶瓷,ESVUFR
1903　士紙,TW0001903003,1963/12/09,上市,造紙工業,ESVUFR
1904　正隆,TW0001904001,1971/09/10,上市,造紙工業,ESVUFR
1905　華紙,TW0001905008,1975/02/07,上市,造紙工業,ESVUFR
1906　寶隆,TW0001906006,1976/04/26,上市,造紙工業,ESVUFR
1909　榮成,TW0001909000,1985/11/19,上市,造紙工業,ESVUFR
2002　中鋼,TW0002002003,1974/12/26,上市,鋼鐵工業,ESVUFR
2007　燁興,TW0002007002,1988/10/04,上市,鋼鐵工業,ESVUFR
2010　春源,TW0002010006,1989/12/22,上市,鋼鐵工業,ESVUFR
2012　春雨,TW0002012002,1991/10/17,上市,鋼鐵工業,ESVUFR
2014　中鴻,TW0002014008,1992/02/20,上市,鋼鐵工業,ESVUFR
2015　豐興,TW0002015005,1992/05/25,上市,鋼鐵工業,ESVUFR
2020　美亞,TW0002020005,1993/04/27,上市,鋼鐵工業,ESVUFR
2022　聚亨,TW0002022001,1995/03/27,上市,鋼鐵工業,ESVUFR
2023　燁輝,TW0002023009,1995/07/28,上市,鋼鐵工業,ESVUFR
2024　志聯,TW0002024007,1995/12/30,上市,鋼鐵工業,ESVUFR
2025　千興,TW0002025004,1996/02/08,上市,鋼鐵工業,ESVUFR
2028　威致,TW0002028008,1996/12/13,上市,鋼鐵工業,ESVUFR
2029　盛餘,TW0002029006,1997/01/11,上市,鋼鐵工業,ESVUFR
2030　彰源,TW0002030004,1998/12/24,上市,鋼鐵工業,ESVUFR
2032　新鋼,TW0002032000,2000/09/11,上市,鋼鐵工業,ESVUFR
2033　佳大,TW0002033008,2000/09/11,上市,鋼鐵工業,ESVUFR
2034　允強,TW0002034006,2001/09/17,上市,鋼鐵工業,ESVUFR
2038　海光,TW0002038007,2008/12/30,上市,鋼鐵工業,ESVUFR
2049　上銀,TW0002049004,2009/06/26,上市,電機機械,ESVUFR
2059　川湖,TW0002059003,2008/06/25,上市,電子零組件業,ESVUFR
2062　橋椿,TW0002062007,2007/11/16,上市,其他業,ESVUFR
2069　運錩,TW0002069002,2016/03/22,上市,鋼鐵工業,ESVUFR
2101　南港,TW0002101003,1963/11/01,上市,橡膠工業,ESVUFR
2102　泰豐,TW0002102001,1979/07/16,上市,橡膠工業,ESVUFR
2103　台橡,TW0002103009,1982/09/25,上市,橡膠工業,ESVUFR
2105　正新,TW0002105004,1987/12/07,上市,橡膠工業,ESVUFR
2106　建大,TW0002106002,1990/12/20,上市,橡膠工業,ESVUFR
2107　厚生,TW0002107000,1992/03/03,上市,橡膠工業,ESVUFR
2108　南帝,TW0002108008,1992/10/27,上市,橡膠工業,ESVUFR
2109　華豐,TW0002109006,2000/05/08,上市,橡膠工業,ESVUFR
2201　裕隆,TW0002201001,1976/07/08,上市,汽車工業,ESVUFR
2204　中華,TW0002204005,1991/03/12,上市,汽車工業,ESVUFR
2208　台船,TW0002208006,2008/12/22,上市,航運業,ESVUFR
2228　劍麟,TW0002228004,2013/11/25,上市,汽車工業,ESVUFR
2231　為升,TW0002231008,2010/11/19,上市,汽車工業,ESVUFR
2233　宇隆,TW0002233004,2019/09/17,上市,汽車工業,ESVUFR
2302　麗正,TW0002302007,1985/01/15,上市,半導體業,ESVUFR
2303　聯電,TW0002303005,1985/07/16,上市,半導體業,ESVUFR
2305　全友,TW0002305000,1988/10/21,上市,電腦及週邊設備業,ESVUFR
2312　金寶,TW0002312006,1989/11/07,上市,其他電子業,ESVUFR
2313　華通,TW0002313004,1990/07/24,上市,電子零組件業,ESVUFR
2314　台揚,TW0002314002,1990/08/08,上市,通信網路業,ESVUFR
2317　鴻海,TW0002317005,1991/06/18,上市,其他電子業,ESVUFR
2321　東訊,TW0002321007,1991/11/08,上市,通信網路業,ESVUFR
2323　中環,TW0002323003,1992/02/17,上市,光電業,ESVUFR
2324　仁寶,TW0002324001,1992/02/18,上市,電腦及週邊設備業,ESVUFR
2327　國巨,TW0002327004,1993/10/22,上市,電子零組件業,ESVUFR
2328　廣宇,TW0002328002,1993/11/09,上市,電子零組件業,ESVUFR
2329　華泰,TW0002329000,1994/04/20,上市,半導體業,ESVUFR
2331　精英,TW0002331006,1994/09/21,上市,電腦及週邊設備業,ESVUFR
2332　友訊,TW0002332004,1994/10/17,上市,通信網路業,ESVUFR
2337　旺宏,TW0002337003,1995/03/15,上市,半導體業,ESVUFR
2338　光罩,TW0002338001,1995/04/17,上市,半導體業,ESVUFR
2340　台亞,TW0002340007,1995/05/02,上市,半導體業,ESVUFR
2342　茂矽,TW0002342003,1995/09/19,上市,半導體業,ESVUFR
2345　智邦,TW0002345006,1995/11/15,上市,通信網路業,ESVUFR
2347　聯強,TW0002347002,1995/12/13,上市,電子通路業,ESVUFR
2348　海悅,TW0002348000,1996/01/05,上市,其他業,ESVUFR
2349　錸德,TW0002349008,1996/04/23,上市,光電業,ESVUFR
2351　順德,TW0002351004,1996/04/25,上市,半導體業,ESVUFR
2354　鴻準,TW0002354008,1996/10/08,上市,其他電子業,ESVUFR
2355　敬鵬,TW0002355005,1996/10/14,上市,電子零組件業,ESVUFR
2357　華碩,TW0002357001,1996/11/14,上市,電腦及週邊設備業,ESVUFR
2358　廷鑫,TW0002358009,1996/12/18,上市,其他業,ESVUFR
2360　致茂,TW0002360005,1996/12/21,上市,其他電子業,ESVUFR
2362　藍天,TW0002362001,1997/04/02,上市,電腦及週邊設備業,ESVUFR
2363　矽統,TW0002363009,1997/08/01,上市,半導體業,ESVUFR
2364　倫飛,TW0002364007,1997/08/11,上市,電腦及週邊設備業,ESVUFR
2365　昆盈,TW0002365004,1997/11/03,上市,電腦及週邊設備業,ESVUFR
2367　燿華,TW0002367000,1997/12/13,上市,電子零組件業,ESVUFR
2369　菱生,TW0002369006,1998/04/10,上市,半導體業,ESVUFR
2371　大同,TW0002371002,1962/02/09,上市,電機機械,ESVUFR
2374　佳能,TW0002374006,1995/01/16,上市,光電業,ESVUFR
2375　凱美,TW0002375003,1998/08/29,上市,電子零組件業,ESVUFR
2376　技嘉,TW0002376001,1998/09/24,上市,電腦及週邊設備業,ESVUFR
2377　微星,TW0002377009,1998/10/31,上市,電腦及週邊設備業,ESVUFR
2379　瑞昱,TW0002379005,1998/10/26,上市,半導體業,ESVUFR
2380　虹光,TW0002380003,1998/12/03,上市,電腦及週邊設備業,ESVUFR
2382　廣達,TW0002382009,1999/01/08,上市,電腦及週邊設備業,ESVUFR
2385　群光,TW0002385002,1999/01/05,上市,電子零組件業,ESVUFR
2387　精元,TW0002387008,1999/01/25,上市,電腦及週邊設備業,ESVUFR
2388　威盛,TW0002388006,1999/03/05,上市,半導體業,ESVUFR
2390　云辰,TW0002390002,1999/06/15,上市,其他電子業,ESVUFR
2392　正崴,TW0002392008,1999/09/20,上市,電子零組件業,ESVUFR
2393　億光,TW0002393006,1999/11/04,上市,光電業,ESVUFR
2395　研華,TW0002395001,1999/12/13,上市,電腦及週邊設備業,ESVUFR
2397　友通,TW0002397007,2000/01/15,上市,電腦及週邊設備業,ESVUFR
2399　映泰,TW0002399003,1999/12/16,上市,電腦及週邊設備業,ESVUFR
2401　凌陽,TW0002401007,2000/01/27,上市,半導體業,ESVUFR
2402　毅嘉,TW0002402005,2000/01/14,上市,電子零組件業,ESVUFR
2404　漢唐,TW0002404001,2000/03/14,上市,其他電子業,ESVUFR
2405　輔信,TW0002405008,2000/03/17,上市,電腦及週邊設備業,ESVUFR
2406　國碩,TW0002406006,2000/04/29,上市,光電業,ESVUFR
2409　友達,TW0002409000,2000/09/08,上市,光電業,ESVUFR
2413　環科,TW0002413002,2000/09/11,上市,電子零組件業,ESVUFR
2414　精技,TW0002414000,2000/09/11,上市,電子通路業,ESVUFR
2415　錩新,TW0002415007,2000/09/11,上市,電子零組件業,ESVUFR
2417　圓剛,TW0002417003,2000/09/11,上市,電腦及週邊設備業,ESVUFR
2419　仲琦,TW0002419009,2000/09/11,上市,通信網路業,ESVUFR
2420　新巨,TW0002420007,2000/09/11,上市,電子零組件業,ESVUFR
2421　建準,TW0002421005,2000/09/11,上市,電子零組件業,ESVUFR
2423　固緯,TW0002423001,2000/09/11,上市,其他電子業,ESVUFR
2424　隴華,TW0002424009,2000/09/11,上市,電腦及週邊設備業,ESVUFR
2425　承啟,TW0002425006,2000/09/11,上市,電腦及週邊設備業,ESVUFR
2426　鼎元,TW0002426004,2000/09/11,上市,光電業,ESVUFR
2428　興勤,TW0002428000,2000/09/11,上市,電子零組件業,ESVUFR
2430　燦坤,TW0002430006,2000/09/11,上市,電子通路業,ESVUFR
2431　聯昌,TW0002431004,2000/09/11,上市,電子零組件業,ESVUFR
2434　統懋,TW0002434008,2000/09/11,上市,半導體業,ESVUFR
2438　翔耀,TW0002438009,2000/09/11,上市,光電業,ESVUFR
2439　美律,TW0002439007,2000/09/11,上市,通信網路業,ESVUFR
2441　超豐,TW0002441003,2000/10/26,上市,半導體業,ESVUFR
2443　昶虹,TW0002443009,2001/01/03,上市,其他業,ESVUFR
2444　兆勁,TW0002444007,2000/12/08,上市,通信網路業,ESVUFR
2450　神腦,TW0002450004,2001/05/24,上市,通信網路業,ESVUFR
2451　創見,TW0002451002,2001/05/03,上市,半導體業,ESVUFR
2453　凌群,TW0002453008,2001/05/22,上市,資訊服務業,ESVUFR
2455　全新,TW0002455003,2002/01/24,上市,通信網路業,ESVUFR
2457　飛宏,TW0002457009,2001/09/17,上市,電子零組件業,ESVUFR
2458　義隆,TW0002458007,2001/09/17,上市,半導體業,ESVUFR
2459　敦吉,TW0002459005,2001/09/17,上市,其他電子業,ESVUFR
2460　建通,TW0002460003,2001/09/17,上市,電子零組件業,ESVUFR
2464　盟立,TW0002464005,2001/09/17,上市,其他電子業,ESVUFR
2465　麗臺,TW0002465002,2001/09/19,上市,電腦及週邊設備業,ESVUFR
2467　志聖,TW0002467008,2001/09/17,上市,電子零組件業,ESVUFR
2468　華經,TW0002468006,2001/09/17,上市,資訊服務業,ESVUFR
2471　資通,TW0002471000,2001/09/17,上市,資訊服務業,ESVUFR
2474　可成,TW0002474004,2001/09/17,上市,其他電子業,ESVUFR
2476　鉅祥,TW0002476009,2001/09/17,上市,電子零組件業,ESVUFR
2478　大毅,TW0002478005,2001/09/17,上市,電子零組件業,ESVUFR
2481　強茂,TW0002481009,2001/09/17,上市,半導體業,ESVUFR
2482　連宇,TW0002482007,2001/09/17,上市,其他電子業,ESVUFR
2483　百容,TW0002483005,2001/09/17,上市,電子零組件業,ESVUFR
2484　希華,TW0002484003,2001/09/17,上市,電子零組件業,ESVUFR
2485　兆赫,TW0002485000,2001/09/17,上市,通信網路業,ESVUFR
2486　一詮,TW0002486008,2001/09/19,上市,光電業,ESVUFR
2488　漢平,TW0002488004,2001/09/17,上市,其他電子業,ESVUFR
2489　瑞軒,TW0002489002,2001/09/17,上市,光電業,ESVUFR
2493　揚博,TW0002493004,2002/01/23,上市,電子零組件業,ESVUFR
2495　普安,TW0002495009,2002/03/25,上市,電腦及週邊設備業,ESVUFR
2496　卓越,TW0002496007,2002/03/08,上市,其他業,ESVUFR
2501　國建,TW0002501004,1967/10/28,上市,建材營造業,ESVUFR
2504　國產,TW0002504008,1978/03/14,上市,建材營造業,ESVUFR
2505　國揚,TW0002505005,1979/11/14,上市,建材營造業,ESVUFR
2506　太設,TW0002506003,1980/02/02,上市,建材營造業,ESVUFR
2511　太子,TW0002511003,1991/04/24,上市,建材營造業,ESVUFR
2514　龍邦,TW0002514007,1992/09/26,上市,其他業,ESVUFR
2515　中工,TW0002515004,1993/03/02,上市,建材營造業,ESVUFR
2516　新建,TW0002516002,1993/05/25,上市,建材營造業,ESVUFR
2520　冠德,TW0002520004,1993/10/27,上市,建材營造業,ESVUFR
2524　京城,TW0002524006,1994/10/18,上市,建材營造業,ESVUFR
2527　宏璟,TW0002527009,1995/03/06,上市,建材營造業,ESVUFR
2528　皇普,TW0002528007,1995/03/10,上市,建材營造業,ESVUFR
2530　華建,TW0002530003,1995/10/12,上市,建材營造業,ESVUFR
2534　宏盛,TW0002534005,1996/02/12,上市,建材營造業,ESVUFR
2536　宏普,TW0002536000,1996/03/14,上市,建材營造業,ESVUFR
2538　基泰,TW0002538006,1996/11/01,上市,建材營造業,ESVUFR
2543　皇昌,TW0002543006,1999/10/15,上市,建材營造業,ESVUFR
2545　皇翔,TW0002545001,2000/09/11,上市,建材營造業,ESVUFR
2546　根基,TW0002546009,2000/09/11,上市,建材營造業,ESVUFR
2548　華固,TW0002548005,2002/08/26,上市,建材營造業,ESVUFR
2597　潤弘,TW0002597002,2010/03/26,上市,建材營造業,ESVUFR
2601　益航,TW0002601002,1965/11/04,上市,貿易百貨業,ESVUFR
2603　長榮,TW0002603008,1987/09/21,上市,航運業,ESVUFR
2605　新興,TW0002605003,1989/12/08,上市,航運業,ESVUFR
2606　裕民,TW0002606001,1990/12/08,上市,航運業,ESVUFR
2607　榮運,TW0002607009,1990/12/14,上市,航運業,ESVUFR
2609　陽明,TW0002609005,1992/04/20,上市,航運業,ESVUFR
2610　華航,TW0002610003,1993/02/26,上市,航運業,ESVUFR
2611　志信,TW0002611001,1993/10/28,上市,航運業,ESVUFR
2612　中航,TW0002612009,1994/10/20,上市,航運業,ESVUFR
2613　中櫃,TW0002613007,1995/01/20,上市,航運業,ESVUFR
2614　東森,TW0002614005,1995/09/23,上市,其他業,ESVUFR
2615　萬海,TW0002615002,1996/05/16,上市,航運業,ESVUFR
2616　山隆,TW0002616000,1997/11/08,上市,油電燃氣業,ESVUFR
2617　台航,TW0002617008,1998/06/24,上市,航運業,ESVUFR
