有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode
04887P　T50正2國票1B售03,TW22Z04887P5,2022/03/31,上市,,RWBCPE
051086　A50正2元富1B購01,TW21Z0510861,2021/11/09,上市,,RWBCCA
05127P　T50正2元大1C售05,TW22Z05127P5,2022/04/20,上市,,RWBCPE
05149P　T50正2國票1B售05,TW22Z05149P9,2022/04/21,上市,,RWBCPE
05151P　T50正2富邦22售01,TW22Z05151P5,2022/04/21,上市,,RWBCPE
05155P　T50正2元大23售01,TW22Z05155P6,2022/04/21,上市,,RWBCPE
051838　T50反1第一1B購01,TW21Z0518385,2021/11/15,上市,,RWBCCA
052207　滬深2X元富1B購01,TW21Z0522072,2021/11/16,上市,,RWBCCA
052979　T50反1凱基1B購01,TW21Z0529796,2021/11/23,上市,,RWBCCA
05326P　T50正2群益1B售02,TW22Z05326P3,2022/05/04,上市,,RWBCPE
053364　A50正2元富1B購02,TW21Z0533640,2021/11/25,上市,,RWBCCA
053704　台灣50國票1B購01,TW21Z0537047,2021/11/29,上市,,RWBCCA
05403P　T50反1元富22售01,TW22Z05403P0,2022/05/05,上市,,RWBCPE
054811　T50反1中信1C購01,TW21Z0548119,2021/12/08,上市,,RWBCCE
05491P　T50正2國票1B售07,TW22Z05491P5,2022/05/09,上市,,RWBCPE
055177　T50反1中信1C購02,TW21Z0551774,2021/12/10,上市,,RWBCCE
055628　T50反1凱基1C購01,TW21Z0556286,2021/12/14,上市,,RWBCCA
055632　元金2X凱基1C購01,TW21Z0556328,2021/12/14,上市,,RWBCCA
05565P　T50正2元大25售02,TW22Z05565P6,2022/05/11,上市,,RWBCPE
055724　T50反1富邦1C購01,TW21Z0557243,2021/12/14,上市,,RWBCCA
05591P　T50正2中信1C售01,TW22Z05591P2,2022/05/12,上市,,RWBCPE
05594P　T50正2凱基23售03,TW22Z05594P6,2022/05/12,上市,,RWBCPE
05700P　T50正2富邦1B售02,TW22Z05700P9,2022/05/13,上市,,RWBCPE
057283　上証2X凱基1B購01,TW21Z0572838,2021/12/27,上市,,RWBCCA
057284　滬深2X凱基1B購01,TW21Z0572846,2021/12/27,上市,,RWBCCA
057285　香港2X凱基1B購01,TW21Z0572853,2021/12/27,上市,,RWBCCA
057286　A50正2凱基1B購01,TW21Z0572861,2021/12/27,上市,,RWBCCA
057288　美指2X凱基1C購01,TW21Z0572887,2021/12/27,上市,,RWBCCA
057669　台灣50凱基1A購04,TW21Z0576698,2021/12/29,上市,,RWBCCA
057670　台灣50凱基1C購01,TW21Z0576706,2021/12/29,上市,,RWBCCA
058060　T50反1中信1B購01,TW22Z0580607,2022/01/03,上市,,RWBCCE
058312　T50反1台新21購01,TW22Z0583122,2022/01/04,上市,,RWBCCE
058499　T50反1富邦1B購01,TW22Z0584997,2022/01/04,上市,,RWBCCA
05864P　T50正2國票1C售03,TW22Z05864P3,2022/05/20,上市,,RWBCPE
05872P　T50正2元大25售03,TW22Z05872P6,2022/05/20,上市,,RWBCPE
058777　元金2X統一21購01,TW22Z0587776,2022/01/06,上市,,RWBCCA
05913P　T50正2國票21售01,TW22Z05913P8,2022/05/24,上市,,RWBCPE
059176　元金2X凱基21購01,TW22Z0591760,2022/01/07,上市,,RWBCCA
059321　T50反1凱基21購01,TW22Z0593212,2022/01/10,上市,,RWBCCA
05942P　T50正2富邦1B售03,TW22Z05942P7,2022/05/24,上市,,RWBCPE
059632　元金2X群益1C購01,TW22Z0596322,2022/01/11,上市,,RWBCCA
05976P　T50正2凱基25售01,TW22Z05976P5,2022/05/26,上市,,RWBCPE
05977P　T50正2凱基25售03,TW22Z05977P3,2022/05/26,上市,,RWBCPE
059849　美指2X元富21購01,TW22Z0598492,2022/01/12,上市,,RWBCCA
060064　A50正2元富21購02,TW22Z0600645,2022/01/13,上市,,RWBCCA
060208　滬深2X凱基1C購01,TW22Z0602088,2022/01/14,上市,,RWBCCA
061136　美指2X凱基21購01,TW22Z0611360,2022/01/20,上市,,RWBCCA
061495　元金2X富邦1B購01,TW22Z0614950,2022/01/21,上市,,RWBCCA
061783　香港2X凱基1B購02,TW22Z0617839,2022/01/25,上市,,RWBCCA
061975　T50反1國泰1B購01,TW22Z0619751,2022/01/26,上市,,RWBCCA
062058　台灣5G元大1A購03,TW22Z0620585,2022/01/26,上市,,RWBCCA
062382　T50正2凱基1B購02,TW22Z0623829,2022/02/08,上市,,RWBCCA
062383　T50反1凱基21購02,TW22Z0623837,2022/02/08,上市,,RWBCCA
062384　T50反1凱基21購03,TW22Z0623845,2022/02/08,上市,,RWBCCA
06246P　T50正2國泰22售01,TW22Z06246P2,2022/06/07,上市,,RWBCPE
062553　美指2X元富1C購01,TW22Z0625535,2022/02/09,上市,,RWBCCA
06258P　T50正2元大25售04,TW22Z06258P7,2022/06/07,上市,,RWBCPE
06281P　T50正2凱基26售01,TW22Z06281P9,2022/06/08,上市,,RWBCPE
062924　滬深2X元富22購01,TW22Z0629248,2022/02/11,上市,,RWBCCA
06297P　T50正2國票21售02,TW22Z06297P5,2022/06/08,上市,,RWBCPE
06303P　T50正2中信24售01,TW22Z06303P1,2022/06/09,上市,,RWBCPE
063089　A50正2富邦1B購01,TW22Z0630899,2022/02/11,上市,,RWBCCA
06310P　T50正2永豐1C售01,TW22Z06310P6,2022/06/09,上市,,RWBCPE
063275　T50反1元大1C購01,TW22Z0632754,2022/02/14,上市,,RWBCCA
063276　T50反1元大1C購02,TW22Z0632762,2022/02/14,上市,,RWBCCA
06337P　T50正2國票23售01,TW22Z06337P9,2022/06/09,上市,,RWBCPE
063384　T50反1元富1B購01,TW22Z0633844,2022/02/15,上市,,RWBCCA
063420　T50反1凱基1B購02,TW22Z0634206,2022/02/15,上市,,RWBCCA
063421　T50反1凱基21購04,TW22Z0634214,2022/02/15,上市,,RWBCCA
063564　T50反1第一28購01,TW22Z0635641,2022/02/16,上市,,RWBCCA
06381P　T50正2群益1C售02,TW22Z06381P7,2022/06/13,上市,,RWBCPE
063841　T50反1兆豐1C購01,TW22Z0638413,2022/02/17,上市,,RWBCCA
063934　上証2X凱基1B購02,TW22Z0639346,2022/02/17,上市,,RWBCCA
063935　滬深2X凱基1B購02,TW22Z0639353,2022/02/17,上市,,RWBCCA
063936　滬深2X凱基1B購03,TW22Z0639361,2022/02/17,上市,,RWBCCA
063937　滬深2X凱基22購01,TW22Z0639379,2022/02/17,上市,,RWBCCA
063999　滬深2X元大1B購01,TW22Z0639999,2022/02/17,上市,,RWBCCA
064234　T50反1群益1B購01,TW22Z0642340,2022/02/18,上市,,RWBCCA
064392　T50反1國票1B購01,TW22Z0643926,2022/02/21,上市,,RWBCCA
064393　T50反1國票21購01,TW22Z0643934,2022/02/21,上市,,RWBCCA
064394　T50反1國票22購01,TW22Z0643942,2022/02/21,上市,,RWBCCA
064476　台灣50富邦1C購01,TW22Z0644767,2022/02/21,上市,,RWBCCA
064716　滬深2X元富1B購02,TW22Z0647166,2022/02/22,上市,,RWBCCA
064717　A50正2元富1B購03,TW22Z0647174,2022/02/22,上市,,RWBCCA
06484P　T50正2元大23售03,TW22Z06484P9,2022/06/16,上市,,RWBCPE
06485P　T50正2元大24售04,TW22Z06485P6,2022/06/16,上市,,RWBCPE
064926　滬深2X元大1B購02,TW22Z0649261,2022/02/23,上市,,RWBCCA
064927　滬深2X元大1B購03,TW22Z0649279,2022/02/23,上市,,RWBCCA
065077　台灣50凱基1B購02,TW22Z0650772,2022/02/24,上市,,RWBCCA
06555P　T50正2群益21售01,TW22Z06555P6,2022/06/21,上市,,RWBCPE
065592　A50正2群益1A購01,TW22Z0655920,2022/03/01,上市,,RWBCCA
065643　滬深2X元大1B購04,TW22Z0656431,2022/03/01,上市,,RWBCCA
065644　滬深2X元大1B購05,TW22Z0656449,2022/03/01,上市,,RWBCCA
065713　T50反1國泰1B購02,TW22Z0657132,2022/03/02,上市,,RWBCCA
066016　台灣50群益21購01,TW22Z0660169,2022/03/03,上市,,RWBCCA
066042　台灣50元大1B購03,TW22Z0660425,2022/03/03,上市,,RWBCCA
066043　台灣50元大1B購04,TW22Z0660433,2022/03/03,上市,,RWBCCA
066044　T50反1元大21購01,TW22Z0660441,2022/03/03,上市,,RWBCCA
066045　T50反1元大23購01,TW22Z0660458,2022/03/03,上市,,RWBCCA
06630P　T50正2國票22售01,TW22Z06630P7,2022/06/22,上市,,RWBCPE
06631P　T50正2國票25售01,TW22Z06631P5,2022/06/22,上市,,RWBCPE
066585　上証2X富邦1B購01,TW22Z0665853,2022/03/07,上市,,RWBCCA
066586　滬深2X富邦1B購01,TW22Z0665861,2022/03/07,上市,,RWBCCA
066667　滬深2X凱基1B購04,TW22Z0666679,2022/03/08,上市,,RWBCCA
066715　T50反1元富1C購01,TW22Z0667156,2022/03/08,上市,,RWBCCA
06681P　T50正2富邦23售01,TW22Z06681P0,2022/06/22,上市,,RWBCPE
066872　T50反1兆豐21購01,TW22Z0668725,2022/03/09,上市,,RWBCCA
066999　道瓊2X元大1C購01,TW22Z0669996,2022/03/09,上市,,RWBCCA
067159　元金2X群益1B購01,TW22Z0671596,2022/03/10,上市,,RWBCCA
067328　T50正2凱基1C購01,TW22Z0673287,2022/03/11,上市,,RWBCCA
067331　滬深2X凱基22購02,TW22Z0673311,2022/03/11,上市,,RWBCCA
067463　T50正2元大1C購02,TW22Z0674632,2022/03/11,上市,,RWBCCA
067464　T50正2元大1C購03,TW22Z0674640,2022/03/11,上市,,RWBCCA
067465　T50正2元大21購01,TW22Z0674657,2022/03/11,上市,,RWBCCA
067466　T50反1元大1C購03,TW22Z0674665,2022/03/11,上市,,RWBCCA
067467　T50反1元大21購02,TW22Z0674673,2022/03/11,上市,,RWBCCA
067532　T50正2富邦1B購01,TW22Z0675324,2022/03/11,上市,,RWBCCA
067650　T50反1群益21購01,TW22Z0676504,2022/03/14,上市,,RWBCCA
067651　T50反1群益21購02,TW22Z0676512,2022/03/14,上市,,RWBCCA
067652　T50反1群益21購03,TW22Z0676520,2022/03/14,上市,,RWBCCA
067799　滬深2X國泰1B購01,TW22Z0677999,2022/03/15,上市,,RWBCCA
067901　滬深2X元富1C購01,TW22Z0679011,2022/03/15,上市,,RWBCCA
067902　A50正2元富1C購01,TW22Z0679029,2022/03/15,上市,,RWBCCA
067960　T50反1凱基21購05,TW22Z0679607,2022/03/15,上市,,RWBCCA
067961　T50反1凱基21購06,TW22Z0679615,2022/03/15,上市,,RWBCCA
067986　台灣50中信1B購02,TW22Z0679862,2022/03/16,上市,,RWBCCE
068020　T50反1群益23購01,TW22Z0680209,2022/03/16,上市,,RWBCCA
068022　香港2X群益1B購01,TW22Z0680225,2022/03/16,上市,,RWBCCA
068081　台灣50元大1C購02,TW22Z0680811,2022/03/16,上市,,RWBCCA
068082　台灣50元大1C購03,TW22Z0680829,2022/03/16,上市,,RWBCCA
068083　台灣50元大21購03,TW22Z0680837,2022/03/16,上市,,RWBCCA
068084　台灣50元大21購04,TW22Z0680845,2022/03/16,上市,,RWBCCA
06814P　T50正2群益1C售04,TW22Z06814P7,2022/06/28,上市,,RWBCPE
068255　元金2X凱基22購01,TW22Z0682551,2022/03/17,上市,,RWBCCA
068337　台灣50國票1B購02,TW22Z0683377,2022/03/17,上市,,RWBCCA
068339　香港2X國票1B購01,TW22Z0683393,2022/03/17,上市,,RWBCCA
068340　香港2X國票1C購01,TW22Z0683401,2022/03/17,上市,,RWBCCA
068386　台灣50統一1C購01,TW22Z0683864,2022/03/18,上市,,RWBCCA
068396　香港2X群益1B購02,TW22Z0683963,2022/03/18,上市,,RWBCCA
068442　香港2X凱基1C購01,TW22Z0684425,2022/03/18,上市,,RWBCCA
068483　滬深2X國票1B購01,TW22Z0684839,2022/03/18,上市,,RWBCCA
068573　台灣50永豐1B購01,TW22Z0685737,2022/03/21,上市,,RWBCCA
068642　滬深2X元富1C購02,TW22Z0686420,2022/03/21,上市,,RWBCCA
068749　滬深2X中信1B購01,TW22Z0687493,2022/03/22,上市,,RWBCCE
068750　香港2X中信1B購01,TW22Z0687501,2022/03/22,上市,,RWBCCE
068793　滬深2X永豐1B購01,TW22Z0687931,2022/03/22,上市,,RWBCCA
068878　滬深2X富邦1B購02,TW22Z0688780,2022/03/22,上市,,RWBCCA
068956　A50正2永豐1B購01,TW22Z0689564,2022/03/23,上市,,RWBCCA
069132　台灣50凱基21購01,TW22Z0691321,2022/03/24,上市,,RWBCCA
069133　T50正2凱基23購01,TW22Z0691339,2022/03/24,上市,,RWBCCA
069174　T50反1元富1C購02,TW22Z0691743,2022/03/24,上市,,RWBCCA
069175　滬深2X元富23購01,TW22Z0691750,2022/03/24,上市,,RWBCCA
069176　A50正2元富23購01,TW22Z0691768,2022/03/24,上市,,RWBCCA
069295　台灣50凱基1B購04,TW22Z0692956,2022/03/25,上市,,RWBCCA
069296　T50反1凱基21購07,TW22Z0692964,2022/03/25,上市,,RWBCCA
069327　T50反1中信21購01,TW22Z0693277,2022/03/25,上市,,RWBCCE
069347　T50反1群益21購04,TW22Z0693475,2022/03/25,上市,,RWBCCA
069531　台灣50統一23購01,TW22Z0695314,2022/03/28,上市,,RWBCCA
069547　上証2X凱基1A購02,TW22Z0695470,2022/03/28,上市,,RWBCCA
069548　滬深2X凱基1A購04,TW22Z0695488,2022/03/28,上市,,RWBCCA
069581　上証2X永豐1B購01,TW22Z0695819,2022/03/28,上市,,RWBCCA
069582　滬深2X永豐1B購02,TW22Z0695827,2022/03/28,上市,,RWBCCA
069610　滬深2X國票1A購05,TW22Z0696106,2022/03/28,上市,,RWBCCA
069611　滬深2X國票1B購02,TW22Z0696114,2022/03/28,上市,,RWBCCA
069727　T50正2國票1C購01,TW22Z0697278,2022/03/29,上市,,RWBCCA
069982　T50正2國票1B購02,TW22Z0699829,2022/03/30,上市,,RWBCCA
070051　台灣50國票1A購01,TW22Z0700510,2022/03/31,上市,,RWBCCA
070052　上証2X國票1A購02,TW22Z0700528,2022/03/31,上市,,RWBCCA
070053　滬深2X國票1B購03,TW22Z0700536,2022/03/31,上市,,RWBCCA
070054　A50正2國票1A購04,TW22Z0700544,2022/03/31,上市,,RWBCCA
070098　香港2X元大1C購01,TW22Z0700981,2022/03/31,上市,,RWBCCA
070226　上証2X凱基1A購03,TW22Z0702268,2022/04/01,上市,,RWBCCA
07022P　T50正2富邦22售03,TW22Z07022P6,2022/07/05,上市,,RWBCPE
070260　台灣50元大1B購05,TW22Z0702607,2022/04/01,上市,,RWBCCA
070261　台灣50元大21購05,TW22Z0702615,2022/04/01,上市,,RWBCCA
070262　台灣50元大23購01,TW22Z0702623,2022/04/01,上市,,RWBCCA
070263　T50反1元大23購02,TW22Z0702631,2022/04/01,上市,,RWBCCA
070264　A50正2元大1B購01,TW22Z0702649,2022/04/01,上市,,RWBCCA
070589　A50正2元大1C購01,TW22Z0705899,2022/04/07,上市,,RWBCCA
070685　滬深2X國票21購01,TW22Z0706855,2022/04/08,上市,,RWBCCA
070837　A50正2凱基1C購01,TW22Z0708372,2022/04/08,上市,,RWBCCA
070962　美指2X凱基1B購01,TW22Z0709628,2022/04/11,上市,,RWBCCA
070990　台灣50中信23購01,TW22Z0709909,2022/04/11,上市,,RWBCCE
070991　滬深2X中信1B購02,TW22Z0709917,2022/04/11,上市,,RWBCCE
070992　滬深2X中信1C購01,TW22Z0709925,2022/04/11,上市,,RWBCCE
071108　元金2X國票1B購01,TW22Z0711087,2022/04/12,上市,,RWBCCA
071174　滬深2X凱基21購02,TW22Z0711749,2022/04/12,上市,,RWBCCA
071407　台灣50凱基1B購06,TW22Z0714073,2022/04/13,上市,,RWBCCA
071408　台灣50凱基1B購07,TW22Z0714081,2022/04/13,上市,,RWBCCA
071409　台灣50凱基1B購08,TW22Z0714099,2022/04/13,上市,,RWBCCA
071410　臺指2X凱基21購02,TW22Z0714107,2022/04/13,上市,,RWBCCA
07144P　T50正2永豐21售02,TW22Z07144P8,2022/07/11,上市,,RWBCPE
07145P　T50正2永豐21售03,TW22Z07145P5,2022/07/11,上市,,RWBCPE
07146P　T50正2永豐21售04,TW22Z07146P3,2022/07/11,上市,,RWBCPE
071571　T50正2元大24購01,TW22Z0715716,2022/04/14,上市,,RWBCCA
071574　元金2X元大1C購01,TW22Z0715740,2022/04/14,上市,,RWBCCA
07165P　T50反1元富21售02,TW22Z07165P3,2022/07/11,上市,,RWBCPE
071768　T50反1國票21購02,TW22Z0717688,2022/04/15,上市,,RWBCCA
071769　T50反1國票22購02,TW22Z0717696,2022/04/15,上市,,RWBCCA
071770　T50反1國票23購01,TW22Z0717704,2022/04/15,上市,,RWBCCA
071771　T50反1國票24購01,TW22Z0717712,2022/04/15,上市,,RWBCCA
071772　T50反1國票27購01,TW22Z0717720,2022/04/15,上市,,RWBCCA
071823　上証2X富邦1C購01,TW22Z0718231,2022/04/15,上市,,RWBCCA
071824　滬深2X富邦1C購01,TW22Z0718249,2022/04/15,上市,,RWBCCA
071830　T50反1元大1B購02,TW22Z0718306,2022/04/15,上市,,RWBCCA
071831　T50反1元大1C購04,TW22Z0718314,2022/04/15,上市,,RWBCCA
071832　T50反1元大24購01,TW22Z0718322,2022/04/15,上市,,RWBCCA
071835　元金2X元大1C購02,TW22Z0718355,2022/04/15,上市,,RWBCCA
071836　台灣5G元大1B購01,TW22Z0718363,2022/04/15,上市,,RWBCCA
071837　台灣5G元大1C購01,TW22Z0718371,2022/04/15,上市,,RWBCCA
071838　台灣5G元大23購01,TW22Z0718389,2022/04/15,上市,,RWBCCA
071929　A50正2凱基21購01,TW22Z0719296,2022/04/18,上市,,RWBCCA
071930　A50正2凱基24購01,TW22Z0719304,2022/04/18,上市,,RWBCCA
071988　滬深2X統一1C購01,TW22Z0719882,2022/04/18,上市,,RWBCCA
072069　T50正2國票1B購04,TW22Z0720690,2022/04/19,上市,,RWBCCA
072112　T50正2元大1C購04,TW22Z0721128,2022/04/19,上市,,RWBCCA
072175　T50反1凱基22購01,TW22Z0721755,2022/04/19,上市,,RWBCCA
072176　T50反1凱基24購01,TW22Z0721763,2022/04/19,上市,,RWBCCA
072177　T50反1凱基24購02,TW22Z0721771,2022/04/19,上市,,RWBCCA
07217P　T50正2元大23售06,TW22Z07217P2,2022/07/12,上市,,RWBCPE
072217　T50正2富邦1C購02,TW22Z0722175,2022/04/19,上市,,RWBCCA
07228P　T50反1國泰23售03,TW22Z07228P9,2022/07/13,上市,,RWBCPE
072318　台灣50凱基1B購09,TW22Z0723181,2022/04/20,上市,,RWBCCA
072319　台灣50凱基1C購03,TW22Z0723199,2022/04/20,上市,,RWBCCA
072320　台灣50凱基21購02,TW22Z0723207,2022/04/20,上市,,RWBCCA
072497　元金2X富邦22購01,TW22Z0724973,2022/04/21,上市,,RWBCCA
072536　台灣50元大1C購04,TW22Z0725368,2022/04/21,上市,,RWBCCA
072537　台灣50元大1C購06,TW22Z0725376,2022/04/21,上市,,RWBCCA
072641　T50正2元大1B購01,TW22Z0726416,2022/04/22,上市,,RWBCCA
072754　元金2X群益1C購02,TW22Z0727547,2022/04/25,上市,,RWBCCA
072890　台灣50富邦22購01,TW22Z0728909,2022/04/25,上市,,RWBCCA
073002　T50正2元大24購02,TW22Z0730020,2022/04/26,上市,,RWBCCA
073099　T50反1兆豐24購01,TW22Z0730996,2022/04/27,上市,,RWBCCA
073132　滬深2X凱基1A購08,TW22Z0731325,2022/04/27,上市,,RWBCCA
073268　台灣50凱基1A購13,TW22Z0732687,2022/04/28,上市,,RWBCCA
073269　台灣50凱基21購03,TW22Z0732695,2022/04/28,上市,,RWBCCA
073303　台灣50麥證1C購01,TW22Z0733032,2022/04/28,上市,,RWBCCE
073310　滬深2X元大1B購07,TW22Z0733107,2022/04/28,上市,,RWBCCA
073311　滬深2X元大23購01,TW22Z0733115,2022/04/28,上市,,RWBCCA
073390　滬深2X統一1B購01,TW22Z0733909,2022/04/29,上市,,RWBCCA
073423　滬深2X元富1A購02,TW22Z0734238,2022/04/29,上市,,RWBCCA
073424　A50正2元富1A購03,TW22Z0734246,2022/04/29,上市,,RWBCCA
073437　滬深2X國泰1C購01,TW22Z0734378,2022/04/29,上市,,RWBCCA
073441　上証2X元大1A購02,TW22Z0734410,2022/04/29,上市,,RWBCCA
073442　滬深2X元大1A購04,TW22Z0734428,2022/04/29,上市,,RWBCCA
073443　A50正2元大1A購01,TW22Z0734436,2022/04/29,上市,,RWBCCA
073492　台灣50凱基1C購04,TW22Z0734923,2022/04/29,上市,,RWBCCA
073493　台灣50凱基23購01,TW22Z0734931,2022/04/29,上市,,RWBCCA
073494　T50反1凱基23購01,TW22Z0734949,2022/04/29,上市,,RWBCCA
073495　T50反1凱基24購03,TW22Z0734956,2022/04/29,上市,,RWBCCA
073496　滬深2X凱基23購01,TW22Z0734964,2022/04/29,上市,,RWBCCA
073497　滬深2X凱基23購02,TW22Z0734972,2022/04/29,上市,,RWBCCA
073550　T50反1國泰21購01,TW22Z0735508,2022/05/03,上市,,RWBCCA
073559　台灣50群益1B購03,TW22Z0735599,2022/05/03,上市,,RWBCCA
073573　T50反1元富1B購03,TW22Z0735730,2022/05/03,上市,,RWBCCA
073648　台灣50台新21購01,TW22Z0736480,2022/05/03,上市,,RWBCCE
073650　T50反1元大25購01,TW22Z0736506,2022/05/03,上市,,RWBCCA
073651　T50反1元大25購02,TW22Z0736514,2022/05/03,上市,,RWBCCA
073652　滬深2X元大1B購08,TW22Z0736522,2022/05/03,上市,,RWBCCA
073686　台灣50富邦1B購01,TW22Z0736860,2022/05/03,上市,,RWBCCA
073696　滬深2X群益1B購01,TW22Z0736969,2022/05/04,上市,,RWBCCA
073711　T50正2中信21購02,TW22Z0737116,2022/05/04,上市,,RWBCCE
073715　滬深2X國票1C購01,TW22Z0737157,2022/05/04,上市,,RWBCCA
073737　T50正2富邦1C購03,TW22Z0737371,2022/05/04,上市,,RWBCCA
073894　台灣50國票1B購04,TW22Z0738940,2022/05/05,上市,,RWBCCA
073895　台灣50國票22購01,TW22Z0738957,2022/05/05,上市,,RWBCCA
073896　台灣50國票25購01,TW22Z0738965,2022/05/05,上市,,RWBCCA
074040　台灣50國票1C購02,TW22Z0740409,2022/05/06,上市,,RWBCCA
074041　台灣50國票24購01,TW22Z0740417,2022/05/06,上市,,RWBCCA
074091　台灣50永豐1B購04,TW22Z0740912,2022/05/06,上市,,RWBCCA
074114　台灣50元富1B購01,TW22Z0741142,2022/05/06,上市,,RWBCCA
074120　台灣50元大24購02,TW22Z0741209,2022/05/06,上市,,RWBCCA
074121　台灣50元大24購03,TW22Z0741217,2022/05/06,上市,,RWBCCA
074122　台灣50元大25購02,TW22Z0741225,2022/05/06,上市,,RWBCCA
074123　台灣50元大25購03,TW22Z0741233,2022/05/06,上市,,RWBCCA
074124　台灣50元大25購04,TW22Z0741241,2022/05/06,上市,,RWBCCA
074125　滬深2X元大1C購01,TW22Z0741258,2022/05/06,上市,,RWBCCA
074202　台灣50凱基23購02,TW22Z0742025,2022/05/09,上市,,RWBCCA
074203　台灣50凱基23購03,TW22Z0742033,2022/05/09,上市,,RWBCCA
074204　台灣50凱基24購01,TW22Z0742041,2022/05/09,上市,,RWBCCA
074205　滬深2X凱基1C購02,TW22Z0742058,2022/05/09,上市,,RWBCCA
074206　香港2X凱基1B購03,TW22Z0742066,2022/05/09,上市,,RWBCCA
074237　T50正2群益1B購03,TW22Z0742371,2022/05/09,上市,,RWBCCA
074238　台灣5G群益21購01,TW22Z0742389,2022/05/09,上市,,RWBCCA
074250　T50正2元大25購01,TW22Z0742504,2022/05/09,上市,,RWBCCA
074308　T50正2國票1B購06,TW22Z0743080,2022/05/09,上市,,RWBCCA
074593　台灣50中信1C購01,TW22Z0745937,2022/05/12,上市,,RWBCCE
074594　T50反1中信25購01,TW22Z0745945,2022/05/12,上市,,RWBCCE
074614　台灣50台新1B購02,TW22Z0746141,2022/05/12,上市,,RWBCCE
074615　T50正2凱基23購02,TW22Z0746158,2022/05/12,上市,,RWBCCA
074638　台灣50群益1B購04,TW22Z0746380,2022/05/12,上市,,RWBCCA
074639　台灣50群益1B購05,TW22Z0746398,2022/05/12,上市,,RWBCCA
074640　台灣50群益1B購06,TW22Z0746406,2022/05/12,上市,,RWBCCA
074711　元金2X元大1B購01,TW22Z0747115,2022/05/12,上市,,RWBCCA
074745　滬深2X群益1B購02,TW22Z0747453,2022/05/13,上市,,RWBCCA
074760　T50正2永豐1B購01,TW22Z0747602,2022/05/13,上市,,RWBCCA
074785　台灣50凱基23購04,TW22Z0747859,2022/05/13,上市,,RWBCCA
074786　滬深2X凱基1B購05,TW22Z0747867,2022/05/13,上市,,RWBCCA
